"Slovenija"
" ";"15-24"
" ";" ";"Povprečno število prenočitev"
" ";" ";" ";"2005Q4";67.56
" ";" ";" ";"2006Q1";71.31
" ";" ";" ";"2006Q2";53.54
" ";" ";" ";"2006Q3";31.02
" ";" ";" ";"2006Q4";59.78
" ";" ";" ";"2007Q1";72.22
" ";" ";" ";"2007Q2";56.65
" ";" ";" ";"2007Q3";39.08
" ";" ";" ";"2007Q4";69.37
" ";" ";" ";"2008Q1";76.01
" ";" ";" ";"2008Q2";58.01
" ";" ";" ";"2008Q3";40.05
" ";" ";" ";"2008Q4";82.76
" ";" ";" ";"2009Q1";48.54
" ";" ";" ";"2009Q2";64.41
" ";" ";" ";"2009Q3";51.12
" ";" ";" ";"2009Q4";77.32
" ";" ";" ";"2010Q1";92.35
" ";" ";" ";"2010Q2";52.97
" ";" ";" ";"2010Q3";46.88
" ";" ";" ";"2010Q4";86.13
" ";" ";" ";"2011Q1";86.61
" ";" ";" ";"2011Q2";52.03
" ";" ";" ";"2011Q3";46.49
" ";" ";" ";"2011Q4";76.61
" ";" ";" ";"2012Q1";64.79M
" ";" ";" ";"2012Q2";59.15
" ";" ";" ";"2012Q3";41.77
" ";" ";" ";"2012Q4";76.50
" ";" ";" ";"2013Q1";81.69
" ";" ";" ";"2013Q2";51.07
" ";" ";" ";"2013Q3";41.68
" ";" ";" ";"2013Q4";65.52
" ";" ";" ";"2014Q1";70.17M
" ";" ";" ";"2014Q2";58.15
" ";" ";" ";"2014Q3";43.24
" ";" ";" ";"2014Q4";64.75
" ";"45-64"
" ";" ";"Povprečno število prenočitev"
" ";" ";" ";"2005Q1";5.2
" ";" ";" ";"2005Q2";4.6
" ";" ";" ";"2005Q3";6.9
" ";" ";" ";"2005Q4";3.5
" ";" ";" ";"2006Q1";4.4
" ";" ";" ";"2006Q2";4.6
" ";" ";" ";"2006Q3";8.5
" ";" ";" ";"2006Q4";4.6
" ";" ";" ";"2007Q1";3.4
" ";" ";" ";"2007Q2";4.6
" ";" ";" ";"2007Q3";6.9
" ";" ";" ";"2007Q4";4.3
" ";" ";" ";"2008Q1";4.3
" ";" ";" ";"2008Q2";4.6
" ";" ";" ";"2008Q3";7.6
" ";" ";" ";"2008Q4";4.3
" ";" ";" ";"2009Q1";3.9
" ";" ";" ";"2009Q2";4.4
" ";" ";" ";"2009Q3";7.8
" ";" ";" ";"2009Q4";4.2
" ";" ";" ";"2010Q1";5.0
" ";" ";" ";"2010Q2";3.9
" ";" ";" ";"2010Q3";7.1
" ";" ";" ";"2010Q4";3.9
" ";" ";" ";"2011Q1";5.0M
" ";" ";" ";"2011Q2";3.9
" ";" ";" ";"2011Q3";8.0
" ";" ";" ";"2011Q4";4.1
" ";" ";" ";"2012Q1";6.6M
" ";" ";" ";"2012Q2";3.9
" ";" ";" ";"2012Q3";6.8
" ";" ";" ";"2012Q4";3.8
" ";" ";" ";"2013Q1";3.5M
" ";" ";" ";"2013Q2";4.5
" ";" ";" ";"2013Q3";6.5
" ";" ";" ";"2013Q4";4.4
" ";" ";" ";"2014Q1";4.9M
" ";" ";" ";"2014Q2";3.9
" ";" ";" ";"2014Q3";7.4
" ";" ";" ";"2014Q4";4.1
" ";" ";"Povprečni izdatki na turista na prenočitev (EUR)"
" ";" ";" ";"2005Q1";57.27
" ";" ";" ";"2005Q2";43.56
" ";" ";" ";"2005Q3";30.19
" ";" ";" ";"2005Q4";59.23
" ";" ";" ";"2006Q1";59.94
" ";" ";" ";"2006Q2";46.35
" ";" ";" ";"2006Q3";31.62
" ";" ";" ";"2006Q4";45.38
" ";" ";" ";"2007Q1";75.21
" ";" ";" ";"2007Q2";57.00
" ";" ";" ";"2007Q3";45.21
" ";" ";" ";"2007Q4";66.98
" ";" ";" ";"2008Q1";77.31
